ind,x1,x2
5,2.0000000000000004,1.99999888582944
4,0.0,1.9999988858305313
6,11.999995171546438,2.0
7,0.0,11.999995170764596
2,1.9999988858335322,0.0
9,11.999995171547821,12.0
8,1.9999997852909597,11.999995261304864
3,11.99999517154643,0.0
1,0.0,0.0
